Saturation,Diffusion Coefficient
0.343687374749499,2.4292055815486814e-07
0.3442885771543086,2.464399252216557e-07
0.34488977955911826,2.499936635209753e-07
0.34549098196392786,2.535819304030207e-07
0.34609218436873745,2.572048825433687e-07
0.3466933867735471,2.608626759234725e-07
0.3472945891783567,2.645554658117744e-07
0.3478957915831663,2.68283406743818e-07
0.34849699398797596,2.720466525021596e-07
0.3490981963927856,2.758453560953238e-07
0.3496993987975952,2.7967966973674295e-07
0.3503006012024048,2.8354974482243156e-07
0.35090180360721446,2.874557319086646e-07
0.35150300601202406,2.9139778068864035e-07
0.35210420841683365,2.953760399684153e-07
0.3527054108216433,2.993906576428073e-07
0.3533066132264529,3.0344178066968714e-07
0.3539078156312625,3.075295550442429e-07
0.35450901803607215,3.116541257723932e-07
0.3551102204408818,3.158156368428987e-07
0.35571142284569135,3.200142311996051e-07
0.356312625250501,3.2425005071179374e-07
0.35691382765531066,3.2852323614491153e-07
0.35751503006012025,3.3283392712883265e-07
0.35811623246492985,3.3718226212742965e-07
0.3587174348697395,3.415683784044918e-07
0.3593186372745491,3.459924119910072e-07
0.3599198396793587,3.504544976505119e-07
0.36052104208416835,3.5495476884278854e-07
0.36112224448897795,3.594933576881004e-07
0.36172344689378755,3.640703949283983e-07
0.3623246492985972,3.686860098887409e-07
0.36292585170340685,3.733403304375684e-07
0.3635270541082164,3.780334829446769e-07
0.36412825651302605,3.8276559223835394e-07
0.3647294589178357,3.875367815629156e-07
0.3653306613226453,3.9234717253109045e-07
0.3659318637274549,3.97196885079543e-07
0.36653306613226455,4.020860374190406e-07
0.36713426853707415,4.070147459862515e-07
0.36773547094188375,4.119831253907473e-07
0.3683366733466934,4.1699128836405867e-07
0.368937875751503,4.220393457036177e-07
0.3695390781563126,4.2712740621800013e-07
0.37014028056112225,4.3225557666745913e-07
0.3707414829659319,4.3742396170521033e-07
0.3713426853707415,4.426326638156032e-07
0.3719438877755511,4.4788178324909446e-07
0.37254509018036075,4.5317141795886833e-07
0.37314629258517035,4.5850166353004916e-07
0.37374749498997994,4.638726131125837e-07
0.3743486973947896,4.6928435734639815e-07
0.3749498997995992,4.747369842878453e-07
0.3755511022044088,4.802305793328884e-07
0.37615230460921845,4.857652251362175e-07
0.3767535070140281,4.913410015299022e-07
0.37735470941883764,4.969579854376329e-07
0.3779559118236473,5.026162507880914e-07
0.37855711422845695,5.083158684217454e-07
0.37915831663326655,5.140569060000428e-07
0.37975951903807614,5.198394279053293e-07
0.3803607214428858,5.256634951435722e-07
0.3809619238476954,5.315291652376631e-07
0.381563126252505,5.374364921233572e-07
0.38216432865731464,5.433855260353729e-07
0.38276553106212424,5.493763133955909e-07
0.38336673346693384,5.554088966923202e-07
0.3839679358717435,5.614833143587205e-07
0.38456913827655315,5.675996006459937e-07
0.3851703406813627,5.737577854920487e-07
0.38577154308617234,5.799578943847224e-07
0.386372745490982,5.861999482230778e-07
0.3869739478957916,5.924839631700562e-07
0.3875751503006012,5.988099505028634e-07
0.38817635270541084,6.051779164571401e-07
0.38877755511022044,6.115878620642686e-07
0.38937875751503004,6.180397829863942e-07
0.3899799599198397,6.245336693403638e-07
0.3905811623246493,6.310695055210563e-07
0.3911823647294589,6.376472700136775e-07
0.39178356713426854,6.442669352022066e-07
0.3923847695390782,6.509284671688449e-07
0.3929859719438878,6.576318254884792e-07
0.3935871743486974,6.643769630131967e-07
0.39418837675350704,6.711638256505129e-07
0.39478957915831664,6.77992352133084e-07
0.39539078156312624,6.848624737792214e-07
0.3959919839679359,6.917741142451505e-07
0.3965931863727455,6.987271892690143e-07
0.3971943887775551,7.057216064022935e-07
0.39779559118236474,7.12757264734108e-07
0.3983967935871744,7.198340546049353e-07
0.39899799599198393,7.269518573070745e-07
0.3995991983967936,7.341105447752129e-07
0.40020040080160324,7.413099792667192e-07
0.40080160320641284,7.485500130273597e-07
0.40140280561122244,7.558304879434684e-07
0.4020040080160321,7.631512351853488e-07
0.4026052104208417,7.705120748300736e-07
0.4032064128256513,7.779128154768681e-07
0.40380761523046094,7.853532538392748e-07
0.40440881763527053,7.928331743301575e-07
0.40501002004008013,8.003523486221697e-07
0.4056112224448898,8.079105351976162e-07
0.40621242484969944,8.155074788748369e-07
0.406813627254509,8.231429103191622e-07
0.40741482965931863,8.308165455338823e-07
0.4080160320641283,8.385280853270327e-07
0.4086172344689379,8.462772147642848e-07
0.4092184368737475,8.540636025894336e-07
0.40981963927855714,8.618869006317328e-07
0.41042084168336673,8.697467431791967e-07
0.41102204408817633,8.776427463333249e-07
0.411623246492986,8.855745073342228e-07
0.4122244488977956,8.935416038567627e-07
0.4128256513026052,9.015435932784922e-07
0.41342685370741483,9.095800119187893e-07
0.4140280561122245,9.176503742415504e-07
0.4146292585170341,9.257541720263995e-07
0.4152304609218437,9.338908735072608e-07
0.41583166332665333,9.420599224702297e-07
0.41643286573146293,9.502607373122787e-07
0.41703406813627253,9.584927100641691e-07
0.4176352705410822,9.667552053679725e-07
0.4182364729458918,9.750475594072903e-07
0.4188376753507014,9.833690787981001e-07
0.41943887775551103,9.917190394223e-07
0.4200400801603207,1.0000966852176802e-06
0.4206412825651302,1.0085012269086266e-06
0.4212424849699399,1.0169318406838648e-06
0.42184368737474953,1.025387666812104e-06
0.42244488977955913,1.033867808197614e-06
0.4230460921843687,1.0423713288724545e-06
0.4236472945891784,1.0508972524153553e-06
0.424248496993988,1.0594445603008348e-06
0.4248496993987976,1.0680121901772808e-06
0.42545090180360723,1.076599034058459e-06
0.4260521042084168,1.0852039364348768e-06
0.4266533066132264,1.0938256923015647e-06
0.4272545090180361,1.1024630450868352e-06
0.42785571142284573,1.1111146844876093e-06
0.4284569138276553,1.1197792442054383e-06
0.4290581162324649,1.1284552995705432e-06
0.4296593186372746,1.1371413650576382e-06
0.4302605210420842,1.1458358916802369e-06
0.4308617234468938,1.1545372642619663e-06
0.4314629258517034,1.1632437985775414e-06
0.432064128256513,1.1719537383513142e-06
0.4326653306613226,1.1806652521169229e-06
0.4332665330661323,1.1893764299184621e-06
0.4338677354709419,1.1980852798519856e-06
0.43446893787575147,1.2067897244400307e-06
0.4350701402805611,1.2154875968193146e-06
0.4356713426853708,1.2241766367504943e-06
0.4362725450901803,1.2328544864187552e-06
0.43687374749499,1.2415186860340132e-06
0.4374749498997996,1.2501666691995396e-06
0.4380761523046092,1.2587957580608684e-06
0.4386773547094188,1.267403158195691e-06
0.4392785571142285,1.2759859532529712e-06
0.43987975951903807,1.2845410993171934e-06
0.44048096192384767,1.293065418981552e-06
0.4410821643286573,1.3015555951209448e-06
0.4416833667334669,1.310008164339339e-06
0.4422845691382765,1.3184195100840758e-06
0.44288577154308617,1.3267858553998141e-06
0.4434869739478958,1.3351032552999576e-06
0.4440881763527054,1.3433675887569102e-06
0.444689378757515,1.3515745502499369e-06
0.4452905811623247,1.359719640891913e-06
0.44589178356713427,1.3677981590738185e-06
0.44649298597194387,1.375805190620347e-06
0.4470941883767535,1.3837355984324005e-06
0.4476953907815631,1.3915840115698084e-06
0.4482965931863727,1.3993448137665173e-06
0.44889779559118237,1.407012131324625e-06
0.449498997995992,1.4145798203813199e-06
0.4501002004008016,1.4220414534797747e-06
0.4507014028056112,1.4293903054442717e-06
0.4513026052104208,1.4366193384919898e-06
0.45190380761523047,1.4437211865628964e-06
0.45250501002004007,1.45068813880743e-06
0.4531062124248497,1.4575121222152048e-06
0.4537074148296593,1.4641846833092718e-06
0.4543086172344689,1.4706969688925927e-06
0.45490981963927857,1.477039705764185e-06
0.45551102204408817,1.4832031793993521e-06
0.4561122244488978,1.489177211501749e-06
0.4567134268537074,1.494951136408636e-06
0.457314629258517,1.5005137762812057e-06
0.45791583166332667,1.50585341504566e-06
0.45851703406813626,1.5109577710111893e-06
0.4591182364729459,1.5158139681450476e-06
0.4597194388777555,1.5204085059324523e-06
0.4603206412825651,1.5247272277957527e-06
0.46092184368737477,1.5287552880181607e-06
0.46152304609218436,1.5324771171495278e-06
0.46212424849699396,1.5358763858543591e-06
0.4627254509018036,1.5389359671910946e-06
0.4633266533066132,1.5416378973095553e-06
0.46392785571142287,1.5439633345668797e-06
0.46452905811623246,1.5458925170917821e-06
0.46513026052104206,1.5474047188288283e-06
0.4657314629258517,1.5484782041311417e-06
0.4663326653306613,1.5490901809946897e-06
0.46693386773547096,1.5492167530650687e-06
0.46753507014028056,1.5488328705829653e-06
0.46813627254509016,1.5479122804918431e-06
0.4687374749498998,1.546427475987535e-06
0.4693386773547094,1.5443496458574838e-06
0.46993987975951906,1.5416486240369194e-06
0.47054108216432866,1.5382928399227578e-06
0.47114228456913826,1.53424927006686e-06
0.4717434869739479,1.5294833920455598e-06
0.4723446893787575,1.5239591414170626e-06
0.4729458917835671,1.5176388728831543e-06
0.47354709418837676,1.5104833269872295e-06
0.47414829659318636,1.5024516038970935e-06
0.474749498997996,1.4935011461303686e-06
0.4753507014028056,1.4835877324053174e-06
0.4759519038076152,1.4726654851552935e-06
0.47655310621242486,1.4606868947062446e-06
0.47715430861723446,1.4476028635972893e-06
0.4777555110220441,1.4333627750885315e-06
0.4783567134268537,1.417914590569536e-06
0.4789579158316633,1.401204981281083e-06
0.47955911823647296,1.383179500630116e-06
0.48016032064128256,1.3637828042728107e-06
0.4807615230460922,1.3429589262230646e-06
0.4813627254509018,1.3206516203627363e-06
0.4819639278557114,1.2968047780445603e-06
0.48256513026052106,1.2713629338712656e-06
0.48316633266533066,1.2442718732553445e-06
0.48376753507014025,1.2154793570051292e-06
0.4843687374749499,1.184935979932573e-06
0.4849699398797595,1.1525961822797679e-06
0.48557114228456916,1.118419434649573e-06
0.48617234468937875,1.0823716189888129e-06
0.48677354709418835,1.0444266300408064e-06
0.487374749498998,1.0045682234277223e-06
0.4879759519038076,9.627921381654331e-07
0.48857715430861726,9.191085228833419e-07
0.48917835671342685,8.735446963090796e-07
0.48977955911823645,8.261482738605559e-07
0.4903807615230461,7.769906936188366e-07
0.4909819639278557,7.261711771755866e-07
0.49158316633266536,6.738211648802531e-07
0.49218436873747495,6.201092728007615e-07
0.49278557114228455,5.652468338517747e-07
0.4933867735470942,5.09494114354527e-07
0.4939879759519038,4.531673514063565e-07
0.4945891783567134,3.9664685765491383e-07
0.49519038076152305,3.4038663063864473e-07
0.49579158316633265,2.849262706561805e-07
0.4963927855711423,2.309067450540041e-07
0.4969939879759519,1.790930961773127e-07
0.4975951903807615,1.3041080790981678e-07
0.49819639278557115,8.601208333277422e-08
0.49879759519038075,4.741879542880611e-08
0.4993987975951904,1.6924564745946365e-08
