Saturation,Diffusion Coefficient
0.2,0.0
0.20060120240480964,1.5011040031955172e-16
0.20120240480961926,2.3924549083308973e-15
0.20180360721442886,1.2064985898320092e-14
0.20240480961923848,3.7984357282867374e-14
0.2030060120240481,9.237890666704287e-14
0.20360721442885774,1.9082300153986154e-13
0.20420841683366733,3.5217271862105616e-13
0.20480961923847696,5.985028262581513e-13
0.20541082164328658,9.550450405232099e-13
0.2060120240480962,1.4501275263942466e-12
0.20661322645290583,2.115115616117014e-12
0.20721442885771543,2.9843537175416194e-12
0.20781563126252506,4.095108385898627e-12
0.20841683366733468,5.487512533133961e-12
0.2090180360721443,7.204510749569948e-12
0.2096192384769539,9.291805713273694e-12
0.21022044088176353,1.17978056630975e-11
0.21082164328657316,1.4773572912013227e-11
0.21142284569138278,1.8272773377804767e-11
0.2120240480961924,2.2351627108911987e-11
0.212625250501002,2.70688597835846e-11
0.21322645290581163,3.2485655161165074e-11
0.21382765531062126,3.8665608464739406e-11
0.21442885771543088,4.5674680674992805e-11
0.21503006012024048,5.3581153715414596e-11
0.2156312625250501,6.24555865097765e-11
0.21623246492985973,7.237077189283582e-11
0.21683366733466936,8.340169435612537e-11
0.21743486973947895,9.562548861078871e-11
0.21803607214428858,1.091213989498669e-10
0.2186372745490982,1.2397073939334067e-10
0.21923847695390783,1.402568545986506e-10
0.21983967935871745,1.5806508152083184e-10
0.22044088176352705,1.7748271180630719e-10
0.22104208416833668,1.9859895490469188e-10
0.2216432865731463,2.2150490188323765e-10
0.22224448897795593,2.462934899296256e-10
0.22284569138276555,2.7305946752812424e-10
0.22344689378757515,3.0189936029510646e-10
0.22404809619238478,3.3291143746002726e-10
0.2246492985971944,3.661956789788754e-10
0.22525050100200403,4.018537432658486e-10
0.22585170340681363,4.399889355314392e-10
0.22645290581162325,4.807061767135745e-10
0.22705410821643288,5.241119729899277e-10
0.2276553106212425,5.703143858591302e-10
0.2282565130260521,6.194230027788942e-10
0.22885771543086172,6.715489083504545e-10
0.22945891783567135,7.268046560368646e-10
0.23006012024048098,7.85304240404301e-10
0.2306613226452906,8.471630698776621e-10
0.2312625250501002,9.124979399961565e-10
0.23186372745490982,9.814270071629272e-10
0.23246492985971945,1.0540697628736917e-09
0.23306613226452907,1.13054700842072e-09
0.2336673346693387,1.210980830056829e-09
0.2342685370741483,1.2954945746116567e-09
0.23486973947895792,1.3842128255547698e-09
0.23547094188376755,1.477261379490499e-09
0.23607214428857717,1.5747672230791045e-09
0.2366733466933868,1.6768585103772805e-09
0.2372745490981964,1.7836645405846051e-09
0.23787575150300602,1.8953157361920216e-09
0.23847695390781565,2.011943621523996e-09
0.23907815631262525,2.1336808016618744e-09
0.23967935871743487,2.2606609417473868e-09
0.2402805611222445,2.393018746653176e-09
0.24088176352705412,2.530889941017688e-09
0.24148296593186375,2.674411249629808e-09
0.24208416833667334,2.8237203781675032e-09
0.24268537074148297,2.978955994269236e-09
0.2432865731462926,3.140257708947562e-09
0.24388777555110222,3.3077660583241096e-09
0.24448897795591185,3.4816224856796422e-09
0.24509018036072144,3.661969323837049e-09
0.24569138276553107,3.848949777825266e-09
0.2462925851703407,4.042707907872747e-09
0.24689378757515032,4.243388612668011e-09
0.24749498997995995,4.451137612939158e-09
0.24809619238476954,4.666101435289627e-09
0.24869739478957917,4.888427396332816e-09
0.2492985971943888,5.118263587087006e-09
0.2498997995991984,5.3557588576443964e-09
0.25050100200400804,5.60106280209454e-09
0.25110220440881764,5.854325743713675e-09
0.25170340681362724,6.115698720397043e-09
0.2523046092184369,6.385333470340789e-09
0.2529058116232465,6.663382417968575e-09
0.25350701402805614,6.949998660080463e-09
0.25410821643286574,7.245335952263936e-09
0.25470941883767534,7.549548695487524e-09
0.255310621242485,7.862791922961242e-09
0.2559118236472946,8.185221287187951e-09
0.25651302605210424,8.516993047227082e-09
0.25711422845691384,8.858264056191834e-09
0.25771543086172344,9.209191748923293e-09
0.2583166332665331,9.569934129876142e-09
0.2589178356713427,9.940649761211394e-09
0.2595190380761523,1.0321497751064003e-08
0.26012024048096194,1.0712637742003112e-08
0.26072144288577154,1.1114229899691412e-08
0.2613226452905812,1.1526434901715928e-08
0.2619238476953908,1.1949413926569454e-08
0.26252505010020044,1.2383328642862247e-08
0.26312625250501004,1.2828341198650288e-08
0.26372745490981964,1.3284614210962033e-08
0.2643286573146293,1.3752310755469007e-08
0.2649298597194389,1.4231594356318843e-08
0.2655310621242485,1.4722628976136211e-08
0.26613226452905814,1.5225579006173833e-08
0.26673346693386774,1.574060925657081e-08
0.26733466933867733,1.626788494684717e-08
0.267935871743487,1.6807571696428576e-08
0.2685370741482966,1.735983551541071e-08
0.26913827655310624,1.7924842795379564e-08
0.26973947895791583,1.850276030043153e-08
0.2703406813627255,1.909375515828818e-08
0.2709418837675351,1.9697994851503816e-08
0.2715430861723447,2.031564720890682e-08
0.27214428857715434,2.094688039701158e-08
0.27274549098196393,2.1591862911702346e-08
0.27334669338677353,2.2250763569902318e-08
0.2739478957915832,2.2923751501439975e-08
0.2745490981963928,2.3610996140978262e-08
0.2751503006012024,2.4312667220099484e-08
0.27575150300601203,2.502893475942305e-08
0.27635270541082163,2.5759969060906282e-08
0.2769539078156313,2.6505940700158718e-08
0.2775551102204409,2.726702051893902e-08
0.27815631262525053,2.8043379617686412e-08
0.27875751503006013,2.8835189348160492e-08
0.27935871743486973,2.9642621306152542e-08
0.2799599198396794,3.0465847324348765e-08
0.280561122244489,3.130503946515998e-08
0.2811623246492986,3.216037001377485e-08
0.28176352705410823,3.303201147116399e-08
0.28236472945891783,3.392013654719845e-08
0.2829659318637275,3.4824918153956016e-08
0.2835671342685371,3.5746529398857274e-08
0.28416833667334673,3.6685143578127154e-08
0.28476953907815633,3.764093417017673e-08
0.28537074148296593,3.8614074829018517e-08
0.2859719438877756,3.960473937791116e-08
0.2865731462925852,4.061310180286288e-08
0.2871743486973948,4.163933624633801e-08
0.28777555110220443,4.2683617000946044e-08
0.288376753507014,4.3746118503244526e-08
0.2889779559118236,4.482701532744031e-08
0.2895791583166333,4.592648217937322e-08
0.2901803607214429,4.7044693890366094e-08
0.29078156312625253,4.818182541113684e-08
0.2913827655310621,4.933805180582969e-08
0.2919839679358718,5.051354824603246e-08
0.2925851703406814,5.1708490004836796e-08
0.293186372745491,5.292305245086098e-08
0.29378757515030063,5.4157411042514915e-08
0.2943887775551102,5.5411741322014187e-08
0.2949899799599198,5.668621890961331e-08
0.2955911823647295,5.798101949782571e-08
0.2961923847695391,5.9296318845612095e-08
0.29679358717434867,6.063229277265932e-08
0.2973947895791583,6.198911715354907e-08
0.2979959919839679,6.336696791215549e-08
0.2985971943887776,6.476602101584903e-08
0.2991983967935872,6.618645246975737e-08
0.2997995991983968,6.762843831118616e-08
0.3004008016032064,6.909215460381007e-08
0.301002004008016,7.057777743195513e-08
0.3016032064128257,7.208548289507115e-08
0.3022044088176353,7.361544710178837e-08
0.30280561122244487,7.516784616444765e-08
0.3034068136272545,7.674285619317679e-08
0.3040080160320641,7.834065329031427e-08
0.3046092184368738,7.996141354462477e-08
0.30521042084168337,8.160531302544625e-08
0.305811623246493,8.327252777703091e-08
0.3064128256513026,8.496323381269179e-08
0.3070140280561122,8.667760710898116e-08
0.3076152304609219,8.841582359978604e-08
0.30821643286573147,9.017805917053008e-08
0.30881763527054107,9.196448965217912e-08
0.3094188376753507,9.377529081522221e-08
0.3100200400801603,9.561063836388279e-08
0.3106212424849699,9.747070792976055e-08
0.31122244488977957,9.935567506608294e-08
0.31182364729458917,1.012657152412172e-07
0.3124248496993988,1.0320100383272122e-07
0.3130260521042084,1.0516171612097629e-07
0.31362725450901807,1.0714802728287526e-07
0.31422845691382767,1.0916011238549518e-07
0.31482965931863727,1.1119814637953888e-07
0.3154308617234469,1.1326230409294771e-07
0.3160320641282565,1.1535276022419102e-07
0.3166332665330661,1.1746968933563465e-07
0.31723446893787577,1.1961326584678546e-07
0.31783567134268537,1.2178366402740763e-07
0.31843687374749496,1.2398105799071054e-07
0.3190380761523046,1.2620562168600178e-07
0.3196392785571142,1.2845752889199682e-07
0.32024048096192387,1.307369532091983e-07
0.32084168336673347,1.3304406805266715e-07
0.3214428857715431,1.3537904664474032e-07
0.3220440881763527,1.377420620071211e-07
0.3226452905811623,1.4013328695336142e-07
0.32324649298597197,1.4255289408118263e-07
0.32384769539078156,1.4500105576408704e-07
0.32444889779559116,1.4747794414374665e-07
0.3250501002004008,1.499837311212715e-07
0.3256513026052104,1.5251858834930117e-07
0.32625250501002,1.5508268722290494e-07
0.32685370741482966,1.576761988714884e-07
0.3274549098196393,1.6029929414927156e-07
0.3280561122244489,1.6295214362682374e-07
0.3286573146292585,1.6563491758133806e-07
0.32925851703406817,1.6834778598757404e-07
0.32985971943887776,1.7109091850791388e-07
0.33046092184368736,1.7386448448291485e-07
0.331062124248497,1.7666865292111324e-07
0.3316633266533066,1.7950359248859525e-07
0.3322645290581162,1.8236947149882408e-07
0.33286573146292586,1.852664579020207e-07
0.3334669338677355,1.881947192738593e-07
0.33406813627254506,1.9115442280460892e-07
0.3346693386773547,1.9414573528768258e-07
0.33527054108216436,1.9716882310782065e-07
0.33587174348697396,2.0022385222951506e-07
0.33647294589178356,2.0331098818401293e-07
0.3370741482965932,2.0643039605762983e-07
0.3376753507014028,2.0958224047855607e-07
0.3382765531062124,2.127666856036548e-07
0.33887775551102206,2.1598389510508714e-07
0.33947895791583166,2.1923403215680483e-07
0.34008016032064126,2.225172594197168e-07
0.3406813627254509,2.2583373902827257e-07
0.34128256513026056,2.2918363257463672e-07
0.3418837675350701,2.3256710109387064e-07
0.34248496993987976,2.3598430504863242e-07
0.3430861723446894,2.3943540431270893e-07
