omega_3,Saturation
0.00021351069717029893,0.2
0.00021351067919015372,0.2013026052104208
0.00021351067342155854,0.2026052104208417
0.00021351067551112914,0.2039078156312625
0.0002135106869337236,0.2052104208416833
0.0002135106814801301,0.2065130260521042
0.00021351068435771525,0.207815631262525
0.00021351067475338214,0.2091182364729459
0.0002135106714849378,0.2104208416833667
0.0002135106801841423,0.2117234468937875
0.00021351068437513968,0.2130260521042084
0.0002135106936801294,0.2143286573146292
0.00021351067511647616,0.2156312625250501
0.00021351066047926352,0.2169338677354709
0.0002135106850471088,0.2182364729458918
0.0002135106699060523,0.2195390781563126
0.0002135106689021905,0.2208416833667335
0.00021351067567655988,0.2221442885771543
0.00021351068943864607,0.2234468937875751
0.0002135106795535603,0.224749498997996
0.0002135106793201621,0.2260521042084168
0.00021351067364266493,0.2273547094188376
0.00021351067097032068,0.2286573146292585
0.00021351068005632972,0.2299599198396793
0.00021351067067645196,0.2312625250501002
0.00021351067018261595,0.232565130260521
0.0002135106575947162,0.2338677354709419
0.00021351064289533572,0.2351703406813627
0.00021351066589141233,0.2364729458917835
0.00021351064872245963,0.2377755511022044
0.00021351062911746316,0.2390781563126252
0.0002135106133270786,0.2403807615230461
0.00021351060753318726,0.2416833667334669
0.00021351057518552744,0.2429859719438877
0.00021351055309459644,0.2442885771543086
0.00021351052972963,0.2455911823647294
0.00021351049407300336,0.2468937875751503
0.00021351045890675576,0.2481963927855711
0.0002135103960436867,0.2494989979959919
0.0002135103318610434,0.2508016032064128
0.0002135102566876787,0.2521042084168337
0.00021351016102214043,0.2534068136272545
0.000213510080682459,0.2547094188376753
0.00021350994988665248,0.2560120240480962
0.00021350980036736398,0.257314629258517
0.00021350963888002722,0.2586172344689378
0.00021350946788435153,0.2599198396793587
0.00021350924353591094,0.2612224448897796
0.00021350899379377566,0.2625250501002004
0.0002135087088929077,0.2638276553106212
0.00021350837454107863,0.265130260521042
0.00021350800355177604,0.2664328657314629
0.00021350756859402282,0.2677354709418837
0.00021350708508870183,0.2690380761523046
0.00021350654717699414,0.2703406813627254
0.00021350591688631954,0.2716432865731463
0.00021350522952228194,0.2729458917835671
0.00021350443251657314,0.2742484969939879
0.00021350353885936696,0.2755511022044088
0.00021350254932934201,0.2768537074148297
0.00021350146044828215,0.2781563126252505
0.0002135002165986876,0.2794589178356713
0.0002134988356429931,0.2807615230460922
0.00021349731293677734,0.282064128256513
0.00021349561495607084,0.2833667334669338
0.0002134937396200269,0.2846693386773547
0.00021349165734933196,0.2859719438877755
0.00021348935604578644,0.2872745490981964
0.00021348683042966013,0.2885771543086172
0.0002134840271463666,0.289879759519038
0.00021348096635905766,0.2911823647294589
0.0002134775956454378,0.2924849699398797
0.00021347390157280138,0.2937875751503006
0.00021346986082131206,0.2950901803607214
0.00021346545081930322,0.2963927855711423
0.00021346061026630302,0.2976953907815631
0.00021345533039913997,0.2989979959919839
0.00021344959522668738,0.3003006012024048
0.00021344334771469767,0.3016032064128257
0.00021343655623294757,0.3029058116232465
0.00021342917571160798,0.3042084168336673
0.00021342116517981496,0.3055110220440882
0.00021341250247651968,0.306813627254509
0.00021340310129578895,0.3081162324649298
0.00021339294977314286,0.3094188376753507
0.00021338197750707445,0.3107214428857715
0.00021337012876545714,0.3120240480961924
0.00021335735093248206,0.3133266533066132
0.00021334359433802357,0.314629258517034
0.00021332877098995714,0.3159318637274549
0.000213312826846612,0.3172344689378757
0.000213295712150772,0.3185370741482966
0.0002132773239570966,0.3198396793587174
0.0002132575867978404,0.3211422845691383
0.0002132364284478576,0.3224448897795591
0.00021321375615258775,0.3237474949899799
0.00021318950658638435,0.3250501002004008
0.00021316354848917467,0.3263527054108216
0.00021313581107196736,0.3276553106212425
0.00021310618206651553,0.3289579158316633
0.00021307455341009677,0.3302605210420841
0.000213040813023179,0.331563126252505
0.0002130048562693704,0.3328657314629258
0.0002129665445173735,0.3341683366733466
0.0002129257520894754,0.3354709418837675
0.00021288236668648983,0.3367735470941884
0.0002128362290116922,0.3380761523046092
0.00021278719328436885,0.33937875751503
0.00021273512561749484,0.3406813627254509
0.0002126798555958337,0.3419839679358717
0.00021262124178641638,0.3432865731462926
0.00021255907882856162,0.3445891783567134
0.0002124932129016104,0.3458917835671342
0.00021242345960068278,0.3471943887775551
0.00021234962634474164,0.3484969939879759
0.00021227151140031837,0.3497995991983967
0.0002121889205930507,0.3511022044088176
0.00021210162739238823,0.3524048096192385
0.00021200940599020782,0.3537074148296593
0.00021191204607240514,0.3550100200400801
0.00021180929355377385,0.356312625250501
0.00021170089415698966,0.3576152304609218
0.00021158661161077097,0.3589178356713426
0.00021146616081639245,0.3602204408817635
0.0002113392838473475,0.3615230460921843
0.00021120567122832456,0.3628256513026052
0.00021106504227042674,0.364128256513026
0.00021091709342480088,0.3654308617234468
0.00021076150409595095,0.3667334669338677
0.00021059793764103264,0.3680360721442886
0.0002104260634809021,0.3693386773547094
0.00021024552760807002,0.3706412825651302
0.00021005596018318804,0.3719438877755511
0.00020985700163135893,0.3732464929859719
0.00020964825715906414,0.3745490981963927
0.00020942931410401365,0.3758517034068136
0.00020919977782807344,0.3771543086172344
0.0002089592042958606,0.3784569138276553
0.00020870716560526968,0.3797595190380761
0.00020844319100899678,0.3810621242484969
0.00020816681918581746,0.3823647294589178
0.00020787756886575195,0.3836673346693386
0.0002075749348402629,0.3849699398797594
0.00020725839349708655,0.3862725450901803
0.00020692742051005137,0.3875751503006012
0.00020658146863818482,0.388877755511022
0.00020621996314219512,0.3901803607214428
0.00020584232885259682,0.3914829659318637
0.00020544796328398373,0.3927855711422845
0.00020503623285921064,0.3940881763527054
0.0002046065186992628,0.3953907815631262
0.00020415815042843107,0.396693386773547
0.0002036904596210545,0.3979959919839679
0.00020320274038826283,0.3992985971943887
0.00020269427794480057,0.4006012024048095
0.0002021643357560238,0.4019038076152304
0.00020161215052091064,0.4032064128256513
0.00020103693388309808,0.4045090180360721
0.00020043788512814122,0.4058116232464929
0.00019981417928425954,0.4071142284569138
0.00019916495515197319,0.4084168336673346
0.00019848933684120043,0.4097194388777554
0.0001977864270251373,0.4110220440881763
0.0001970552844768455,0.4123246492985971
0.00019629496891724878,0.413627254509018
0.00019550448865539896,0.4149298597194388
0.000194682838476588,0.4162324649298596
0.00019382897475849403,0.4175350701402805
0.00019294183176525335,0.4188376753507014
0.0001920203150604761,0.4201402805611222
0.00019106329498615708,0.421442885771543
0.0001900696086035947,0.4227454909819639
0.00018903806626734249,0.4240480961923847
0.00018796744619018667,0.4253507014028055
0.00018685648310893562,0.4266533066132264
0.00018570388234004468,0.4279559118236472
0.00018450832126208673,0.4292585170340681
0.00018326842302155002,0.4305611222444889
0.00018198279267706306,0.4318637274549097
0.00018064998036598879,0.4331663326653306
0.00017926850467025711,0.4344689378757514
0.00017783683949871366,0.4357715430861723
0.00017635341907323745,0.4370741482965932
0.00017481663484936893,0.438376753507014
0.00017322483134005358,0.4396793587174348
0.00017157630634605144,0.4409819639278557
0.00016986931263561527,0.4422845691382765
0.00016810205752315266,0.4435871743486973
0.00016627269194123144,0.4448897795591182
0.0001643793165780387,0.446192384769539
0.00016241998724032667,0.4474949899799598
0.000160392692217159,0.4487975951903807
0.00015829537461792793,0.4501002004008015
0.00015612591230171203,0.4514028056112224
0.0001538821272067275,0.4527054108216432
0.0001515617779402274,0.4540080160320641
0.00014916256037094853,0.4553106212424849
0.00014668210456351963,0.4566132264529057
0.00014411797135426168,0.4579158316633266
0.0001414676516154917,0.4592184368737474
0.00013872856434794123,0.4605210420841683
0.00013589805491263232,0.4618236472945891
0.00013297338834239442,0.46312625250501
0.00012995174878135086,0.4644288577154308
0.00012683024227780028,0.4657314629258516
0.00012360588207838626,0.4670340681362725
0.00012027559699403398,0.4683366733466933
0.00011683622055762623,0.4696392785571142
0.00011328449131062313,0.470941883767535
0.00010961704757551988,0.4722444889779558
0.00010583042418778542,0.4735470941883767
0.00010192104813033548,0.4748496993987975
9.788523443089294e-05,0.4761523046092183
9.371918163241565e-05,0.4774549098196392
8.941896710660964e-05,0.4787575150300601
8.498054225932401e-05,0.4800601202404809
8.039972631806781e-05,0.4813627254509017
7.567220077462843e-05,0.4826653306613226
7.079350560713331e-05,0.4839679358717434
6.575902941829711e-05,0.4852705410821643
6.056400553394152e-05,0.4865731462925851
5.520350358731518e-05,0.4878757515030059
4.967242218323855e-05,0.4891783567134268
4.396548095264657e-05,0.4904809619238476
3.807721184561098e-05,0.4917835671342684
3.200195004708776e-05,0.4930861723446893
2.5733824204983677e-05,0.4943887775551102
1.926674603328299e-05,0.495691382765531
1.2594399142572321e-05,0.4969939879759518
