Saturation,Fractional Flow
0.0,0.0
0.0016032064128256513,0.0057859258099294646
0.0032064128256513026,0.013272268071146906
0.004809619238476954,0.021538972924797915
0.006412825651302605,0.03032924995498122
0.008016032064128256,0.039505627570345495
0.009619238476953907,0.04897920568833975
0.011222444889779559,0.05868642363486617
0.01282565130260521,0.06857890696856084
0.014428857715430862,0.07861824779409034
0.01603206412825651,0.08877301632037493
0.017635270541082163,0.09901691186567767
0.019238476953907815,0.10932754932810435
0.020841683366733466,0.11968562469836287
0.022444889779559118,0.13007431902409278
0.02404809619238477,0.14047885902383245
0.02565130260521042,0.15088618438902543
0.027254509018036072,0.16128469000085044
0.028857715430861724,0.17166402215175708
0.030460921843687375,0.18201491459985497
0.03206412825651302,0.19232905460238553
0.033667334669338675,0.20259897192126114
0.035270541082164326,0.21281794571777926
0.03687374749498998,0.22297992558317412
0.03847695390781563,0.2330794638886742
0.04008016032064128,0.24311165731088147
0.04168336673346693,0.25307209587823337
0.043286573146292584,0.26295681824666606
0.044889779559118236,0.2727622721841818
0.04649298597194389,0.2824852794500645
0.04809619238476954,0.29212300441258093
0.04969939879759519,0.30167292587156164
0.05130260521042084,0.3111328116482049
0.05290581162324649,0.32050069558022903
0.054509018036072145,0.329774856620875
0.056112224448897796,0.338953799788742
0.05771543086172345,0.34803623875465783
0.0593186372745491,0.35702107988374976
0.06092184368737475,0.3659074075770966
0.0625250501002004,0.37469447077899287
0.06412825651302605,0.3833816705338396
0.0657314629258517,0.3919685484917077
0.06733466933867735,0.4004547762742497
0.06893787575150301,0.4088401456233156
0.07054108216432865,0.41712455926369263
0.07214428857715431,0.4253080224191387
0.07374749498997996,0.4333906349275209
0.07535070140280561,0.4413725839066034
0.07695390781563126,0.4492541369269911
0.07855711422845692,0.4570356356530545
0.08016032064128256,0.46471748991643447
0.08176352705410822,0.4723001721900389
0.08336673346693386,0.47978421243335684
0.08496993987975952,0.48717019328250044
0.08657314629258517,0.4944587455606732
0.08817635270541083,0.5016505440868012
0.08977955911823647,0.5087463037618957
0.09138276553106213,0.5157467759143426
0.09298597194388777,0.5226527448867947
0.09458917835671343,0.5294650248486659
0.09619238476953908,0.5361844568194305
0.09779559118236474,0.5428119058890263
0.09939879759519038,0.5493482586226432
0.10100200400801604,0.5557944206380967
0.10260521042084168,0.5621513143448041
0.10420841683366733,0.5684198768341455
0.10581162324649299,0.5746010579116827
0.10741482965931863,0.5806958182623566
0.10901803607214429,0.586705127740367
0.11062124248496993,0.5926299637759873
0.11222444889779559,0.5984713098920696
0.11382765531062124,0.6042301543234605
0.1154308617234469,0.6099074887329845
0.11703406813627254,0.6155043070180446
0.1186372745490982,0.6210216042022749
0.12024048096192384,0.6264603754070153
0.1218436873747495,0.6318216148977086
0.12344689378757515,0.637106315200623
0.1250501002004008,0.6423154662855756
0.12665330661322646,0.6474500548106071
0.1282565130260521,0.652511063424794
0.12985971943887775,0.65749947012562
0.1314629258517034,0.6624162476675385
0.13306613226452907,0.6672623630185681
0.1346693386773547,0.6720387768619392
0.13627254509018036,0.6767464431400012
0.13787575150300602,0.6813863086377503
0.13947895791583168,0.685959312603511
0.1410821643286573,0.6904663864044345
0.14268537074148296,0.6949084532146268
0.14428857715430862,0.699286427733841
0.14589178356713428,0.7036012159347934
0.1474949899799599,0.707853714837277
0.14909819639278557,0.7120448123073527
0.15070140280561123,0.7161753868799973
0.1523046092184369,0.7202463076036882
0.15390781563126252,0.7242584339054886
0.15551102204408818,0.7282126154752842
0.15711422845691383,0.7321096921678998
0.15871743486973947,0.7359504939219033
0.16032064128256512,0.7397358406939677
0.16192384769539078,0.7434665424077351
0.16352705410821644,0.7471433989161852
0.16513026052104207,0.7507671999765694
0.16673346693386773,0.7543387252370328
0.1683366733466934,0.757858744234087
0.16993987975951905,0.7613280164001598
0.17154308617234468,0.7647472910804846
0.17314629258517034,0.768117307558638
0.174749498997996,0.7714387950900805
0.17635270541082165,0.774712472943085
0.17795591182364728,0.7779390504464837
0.17955911823647294,0.7811192270436933
0.1811623246492986,0.7842536923525107
0.18276553106212426,0.7873431262302057
0.1843687374749499,0.7903881988434636
0.18597194388777555,0.7933895707427572
0.1875751503006012,0.7963478929407577
0.18917835671342687,0.7992638069944108
0.1907815631262525,0.8021379450903378
0.19238476953907815,0.804970930133231
0.1939879759519038,0.8077633758369438
0.19559118236472947,0.8105158868179873
0.1971943887775551,0.813229058691169
0.19879759519038076,0.8159034781671222
0.20040080160320642,0.8185397231514907
0.20200400801603208,0.821138362845557
0.2036072144288577,0.8236999578480972
0.20521042084168337,0.8262250602582875
0.20681362725450902,0.8287142137794684
0.20841683366733466,0.8311679538236126
0.21002004008016031,0.8335868076163343
0.21162324649298597,0.8359712943022984
0.21322645290581163,0.8383219250508944
0.21482965931863726,0.8406392031620502
0.21643286573146292,0.842923624172069
0.21803607214428858,0.8451756759593829
0.21963927855711424,0.8473958388501206
0.22124248496993987,0.8495845857233996
0.22284569138276553,0.8517423821162546
0.22444889779559118,0.8538696863281251
0.22605210420841684,0.855966949524826
0.22765531062124247,0.8580346158419387
0.22925851703406813,0.8600731224875565
0.2308617234468938,0.8620828998443283
0.23246492985971945,0.8640643715707519
0.23406813627254508,0.8660179547016652
0.23567134268537074,0.8679440597478955
0.2372745490981964,0.8698430907950235
0.23887775551102206,0.8717154456012325
0.24048096192384769,0.8735615156942041
0.24208416833667334,0.8753816864670381
0.243687374749499,0.8771763372731636
0.24529058116232466,0.8789458415202268
0.2468937875751503,0.8806905667629278
0.24849699398797595,0.8824108747947933
0.2501002004008016,0.8841071217388693
0.25170340681362724,0.885779658137319
0.2533066132264529,0.8874288290399157
0.25490981963927856,0.8890549740914241
0.2565130260521042,0.8906584276178575
0.2581162324649299,0.8922395187116109
0.2597194388777555,0.893798571315461
0.26132264529058113,0.8953359043054357
0.2629258517034068,0.8968518315725454
0.26452905811623245,0.8983466621033824
0.26613226452905814,0.899820700059586
0.26773547094188377,0.9012742448561752
