Saturation,Velocity of Displacement
0.2,3.3333333333333335
0.20060120240480964,3.3333333333333335
0.20120240480961926,3.3333333333333335
0.20180360721442886,3.3333333333333335
0.20240480961923848,3.3333333333333335
0.2030060120240481,3.3333333333333335
0.20360721442885774,3.3333333333333335
0.20420841683366733,3.3333333333333335
0.20480961923847696,3.3333333333333335
0.20541082164328658,3.3333333333333335
0.2060120240480962,3.3333333333333335
0.20661322645290583,3.3333333333333335
0.20721442885771543,3.3333333333333335
0.20781563126252506,3.3333333333333335
0.20841683366733468,3.3333333333333335
0.2090180360721443,3.3333333333333335
0.2096192384769539,3.3333333333333335
0.21022044088176353,3.3333333333333335
0.21082164328657316,3.3333333333333335
0.21142284569138278,3.3333333333333335
0.2120240480961924,3.3333333333333335
0.212625250501002,3.3333333333333335
0.21322645290581163,3.3333333333333335
0.21382765531062126,3.3333333333333335
0.21442885771543088,3.3333333333333335
0.21503006012024048,3.3333333333333335
0.2156312625250501,3.3333333333333335
0.21623246492985973,3.3333333333333335
0.21683366733466936,3.3333333333333335
0.21743486973947895,3.3333333333333335
0.21803607214428858,3.3333333333333335
0.2186372745490982,3.3333333333333335
0.21923847695390783,3.3333333333333335
0.21983967935871745,3.3333333333333335
0.22044088176352705,3.3333333333333335
0.22104208416833668,3.3333333333333335
0.2216432865731463,3.3333333333333335
0.22224448897795593,3.3333333333333335
0.22284569138276555,3.3333333333333335
0.22344689378757515,3.3333333333333335
0.22404809619238478,3.3333333333333335
0.2246492985971944,3.3333333333333335
0.22525050100200403,3.3333333333333335
0.22585170340681363,3.3333333333333335
0.22645290581162325,3.3333333333333335
0.22705410821643288,3.3333333333333335
0.2276553106212425,3.3333333333333335
0.2282565130260521,3.3333333333333335
0.22885771543086172,3.3333333333333335
0.22945891783567135,3.3333333333333335
0.23006012024048098,3.3333333333333335
0.2306613226452906,3.3333333333333335
0.2312625250501002,3.3333333333333335
0.23186372745490982,3.3333333333333335
0.23246492985971945,3.3333333333333335
0.23306613226452907,3.3333333333333335
0.2336673346693387,3.3333333333333335
0.2342685370741483,3.3333333333333335
0.23486973947895792,3.3333333333333335
0.23547094188376755,3.3333333333333335
0.23607214428857717,3.3333333333333335
0.2366733466933868,3.3333333333333335
0.2372745490981964,3.3333333333333335
0.23787575150300602,3.3333333333333335
0.23847695390781565,3.3333333333333335
0.23907815631262525,3.3333333333333335
0.23967935871743487,3.3333333333333335
0.2402805611222445,3.3333333333333335
0.24088176352705412,3.3333333333333335
0.24148296593186375,3.3333333333333335
0.24208416833667334,3.3333333333333335
0.24268537074148297,3.3333333333333335
0.2432865731462926,3.3333333333333335
0.24388777555110222,3.3333333333333335
0.24448897795591185,3.3333333333333335
0.24509018036072144,3.3333333333333335
0.24569138276553107,3.3333333333333335
0.2462925851703407,3.3333333333333335
0.24689378757515032,3.3333333333333335
0.24749498997995995,3.3333333333333335
0.24809619238476954,3.3333333333333335
0.24869739478957917,3.3333333333333335
0.2492985971943888,3.3333333333333335
0.2498997995991984,3.3333333333333335
