Saturation,Velocity of Displacement
0.2,16.68
0.2,16.68
0.2,16.68
0.2,16.68
0.2,16.68
0.2,1.68
0.20130260521042084,1.68
0.2026052104208417,1.68
0.20390781563126253,1.68
0.20521042084168337,1.68
0.20651302605210423,1.68
0.20781563126252506,1.68
0.2091182364729459,1.68
0.21042084168336675,1.68
0.21172344689378758,1.68
0.2130260521042084,1.68
0.21432865731462927,1.68
0.2156312625250501,1.68
0.21693386773547096,1.68
0.2182364729458918,1.68
0.21953907815631263,1.68
0.2208416833667335,1.68
0.22214428857715432,1.68
0.22344689378757515,1.68
0.224749498997996,1.68
0.22605210420841684,1.68
0.22735470941883767,1.68
0.22865731462925853,1.68
0.22995991983967937,1.68
0.2312625250501002,1.68
0.23256513026052106,1.68
0.2338677354709419,1.68
0.23517034068136272,1.68
0.23647294589178358,1.68
0.2377755511022044,1.68
0.23907815631262525,1.68
0.2403807615230461,1.68
0.24168336673346694,1.68
0.24298597194388777,1.68
0.24428857715430863,1.68
0.24559118236472946,1.68
0.2468937875751503,1.68
0.24819639278557115,1.68
0.24949899799599198,1.68
0.2508016032064128,1.68
0.2521042084168337,1.68
0.2534068136272545,1.68
0.25470941883767534,1.68
0.2560120240480962,1.68
0.257314629258517,1.68
0.25861723446893786,1.68
0.2599198396793587,1.68
0.2612224448897796,1.68
0.2625250501002004,1.68
0.26382765531062125,1.68
0.26513026052104205,1.68
0.2664328657314629,1.68
0.26773547094188377,1.68
0.2690380761523046,1.68
0.27034068136272543,1.68
0.2716432865731463,1.68
0.2729458917835671,1.68
0.27424849699398796,1.68
0.2755511022044088,1.68
0.2768537074148297,1.68
0.2781563126252505,1.68
0.27945891783567134,1.68
0.2807615230460922,1.68
0.282064128256513,1.68
0.28336673346693386,1.68
0.2846693386773547,1.68
0.2859719438877755,1.68
0.2872745490981964,1.68
0.28857715430861725,1.68
0.28987975951903805,1.68
0.2911823647294589,1.68
0.29248496993987977,1.68
0.29378757515030063,1.68
0.29509018036072143,1.68
0.2963927855711423,1.68
0.29769539078156315,1.68
0.29899799599198396,1.68
0.3003006012024048,1.68
0.3016032064128257,1.68
0.3029058116232465,1.68
0.30420841683366734,1.68
0.3055110220440882,1.68
0.306813627254509,1.68
0.30811623246492986,1.68
0.3094188376753507,1.68
0.3107214428857715,1.68
0.3120240480961924,1.68
0.31332665330661325,1.68
0.31462925851703405,1.68
0.3159318637274549,1.68
0.31723446893787577,1.68
0.3185370741482966,1.68
0.31983967935871743,1.68
0.3211422845691383,1.68
0.3224448897795591,1.68
0.32374749498997996,1.68
0.3250501002004008,1.68
0.3263527054108216,1.68
0.3276553106212425,1.68
0.32895791583166334,1.68
0.33026052104208414,1.68
0.331563126252505,1.68
0.33286573146292586,1.68
0.33416833667334667,1.68
0.3354709418837675,1.68
0.3367735470941884,1.68
0.3380761523046092,1.68
0.33937875751503005,1.68
0.3406813627254509,1.68
0.3419839679358717,1.68
0.3432865731462926,1.68
0.34458917835671343,1.68
0.34589178356713424,1.68
0.3471943887775551,1.68
0.34849699398797596,1.68
0.34979959919839676,1.68
0.3511022044088176,1.68
0.3524048096192385,1.68
0.3537074148296593,1.68
0.35501002004008014,1.68
0.356312625250501,1.68
0.3576152304609218,1.68
0.35891783567134267,1.68
0.3602204408817635,1.68
0.36152304609218433,1.68
0.3628256513026052,1.68
0.36412825651302605,1.68
0.36543086172344685,1.68
0.3667334669338677,1.68
0.3680360721442886,1.68
0.3693386773547094,1.68
0.37064128256513024,1.68
0.3719438877755511,1.68
0.3732464929859719,1.68
0.37454909819639276,1.68
0.3758517034068136,1.68
0.3771543086172344,1.68
0.3784569138276553,1.68
0.37975951903807614,1.68
0.38106212424849695,1.68
0.3823647294589178,1.68
0.38366733466933867,1.68
0.38496993987975947,1.68
0.38627254509018033,1.68
0.3875751503006012,1.68
0.388877755511022,1.68
0.39018036072144285,1.68
0.3914829659318637,1.68
0.3927855711422845,1.68
0.3940881763527054,1.68
0.39539078156312624,1.68
0.39669338677354704,1.68
0.3979959919839679,1.68
0.39929859719438876,1.68
0.40060120240480956,1.68
0.4019038076152304,1.68
0.4032064128256513,1.68
0.4045090180360721,1.68
0.40581162324649295,1.68
0.4071142284569138,1.68
0.4084168336673346,1.68
0.40971943887775547,1.68
0.41102204408817633,1.68
0.41232464929859713,1.68
0.413627254509018,1.68
0.41492985971943885,1.68
0.41623246492985966,1.68
0.4175350701402805,1.68
0.4188376753507014,1.68
0.4201402805611222,1.68
0.42144288577154304,1.68
0.4227454909819639,1.68
0.4240480961923847,1.68
0.42535070140280556,1.68
0.4266533066132264,1.68
0.42795591182364723,1.68
0.4292585170340681,1.68
0.43056112224448895,1.68
0.43186372745490975,1.68
0.43316633266533067,1.68
0.43446893787575147,1.68
0.4357715430861723,1.68
0.4370741482965932,1.68
0.438376753507014,1.68
0.4396793587174348,1.68
0.4409819639278557,1.68
0.4422845691382765,1.68
0.4435871743486973,1.68
0.44488977955911824,1.68
0.44619238476953904,1.68
0.44749498997995985,1.68
0.44879759519038076,1.68
0.45010020040080156,1.68
0.4514028056112224,1.68
0.45270541082164323,1.68
0.4540080160320641,1.68
0.45531062124248495,1.68
0.45661322645290575,1.68
0.4579158316633266,1.68
0.45921843687374747,1.68
0.4605210420841683,1.68
0.46182364729458913,1.68
0.46312625250501,1.68
0.4644288577154308,1.68
0.46573146292585166,1.68
0.4670340681362725,1.68
0.4683366733466933,1.68
0.4696392785571142,1.68
0.47094188376753504,1.68
0.47224448897795585,1.68
0.4735470941883767,1.68
0.47484969939879756,1.68
0.47615230460921837,1.68
0.47745490981963923,1.68
0.4787575150300601,1.68
0.4800601202404809,1.68
0.48136272545090175,1.68
0.4826653306613226,1.68
0.4839679358717434,1.68
0.4852705410821643,1.68
0.48657314629258513,1.68
0.48787575150300594,1.68
0.4891783567134268,1.68
0.49048096192384766,1.68
0.49178356713426846,1.68
0.4930861723446893,1.68
0.4943887775551102,1.68
0.49569138276553104,1.68
0.49699398797595185,1.68
0.4982965931863727,1.68
0.49959919839679356,1.68
0.5009018036072144,1.68
0.5022044088176352,1.68
0.5035070140280561,1.68
