Saturation,Velocity of Displacement
0.0,6.491569196539122
0.0016032064128256513,6.491569196539122
0.0032064128256513026,6.491569196539122
0.004809619238476954,6.491569196539122
0.006412825651302605,6.491569196539122
0.008016032064128256,6.491569196539122
0.009619238476953907,6.491569196539122
0.011222444889779559,6.491569196539122
0.01282565130260521,6.491569196539122
0.014428857715430862,6.491569196539122
0.01603206412825651,6.491569196539122
0.017635270541082163,6.491569196539122
0.019238476953907815,6.491569196539122
0.020841683366733466,6.491569196539122
0.022444889779559118,6.491569196539122
0.02404809619238477,6.491569196539122
0.02565130260521042,6.4860678753758485
0.027254509018036072,6.474108429128015
0.028857715430861724,6.4563691645010595
0.030460921843687375,6.433444826578449
0.03206412825651302,6.405860927648661
0.033667334669338675,6.374084905578178
0.035270541082164326,6.33853494104004
0.03687374749498998,6.299587018055679
0.03847695390781563,6.25758064710178
0.04008016032064128,6.212823556385749
0.04168336673346693,6.165595577309887
0.043286573146292584,6.116151893525449
0.044889779559118236,6.06472578209434
0.04649298597194389,6.011530945369612
0.04809619238476954,5.956763510039213
0.04969939879759519,5.900603753181227
0.05130260521042084,5.84321760260006
0.05290581162324649,5.784757949102935
0.054509018036072145,5.725365800957036
0.056112224448897796,5.6651713049899906
0.05771543086172345,5.604294654271087
0.0593186372745491,5.542846898725098
0.06092184368737475,5.480930672182792
0.0625250501002004,5.418640847085664
0.06412825651302605,5.35606512622021
0.0657314629258517,5.293284579360588
0.06733466933867735,5.230374131479843
0.06893787575150301,5.167403008185188
0.07054108216432865,5.104435143209449
0.07214428857715431,5.041529552103428
0.07374749498997996,4.978740675702686
0.07535070140280561,4.916118696466869
0.07695390781563126,4.853709830382008
0.07855711422845692,4.791556596783278
0.08016032064128256,4.729698068160738
0.08176352705410822,4.668170101769589
0.08336673346693386,4.607005554653302
0.08496993987975952,4.546234483510282
0.08657314629258517,4.485884330672321
0.08817635270541083,4.4259800973401875
0.08977955911823647,4.366544505088749
0.09138276553106213,4.307598146567018
0.09298597194388777,4.249159626217123
0.09458917835671343,4.191245691764458
0.09619238476953908,4.13387135716035
0.09779559118236474,4.077050017593601
0.09939879759519038,4.020793557139071
0.10100200400801604,3.9651124495587853
0.10260521042084168,3.9100158527267013
0.10420841683366733,3.855511697113798
0.10581162324649299,3.801606768732868
0.10741482965931863,3.7483067869089526
0.10901803607214429,3.695616477218196
0.11062124248496993,3.6435396399063404
0.11222444889779559,3.5920792140800595
0.11382765531062124,3.541237337940582
0.1154308617234469,3.491015405306246
0.11703406813627254,3.4414141186636527
0.1186372745490982,3.392433538956804
0.12024048096192384,3.344073132319954
0.1218436873747495,3.2963318139428655
0.12344689378757515,3.24920798923915
0.1250501002004008,3.202699592488427
0.12665330661322646,3.1568041230991204
0.1282565130260521,3.1115186796402092
0.12985971943887775,3.066839991771612
0.1314629258517034,3.0227644502047206
0.13306613226452907,2.979288134802781
0.1346693386773547,2.9364068409411352
0.13627254509018036,2.894116104220979
0.13787575150300602,2.8524112236431978
0.13947895791583168,2.811287283326083
0.1410821643286573,2.77073917285745
0.14268537074148296,2.7307616063598315
0.14428857715430862,2.6913491403440695
0.14589178356713428,2.6524961904241677
0.1474949899799599,2.6141970469597267
0.14909819639278557,2.576445889687021
0.15070140280561123,2.5392368014022337
0.1523046092184369,2.502563780748011
0.15390781563126252,2.46642075415996
0.15551102204408818,2.4308015870189887
0.15711422845691383,2.395700094059699
0.15871743486973947,2.361110049075181
0.16032064128256512,2.3270251939624282
0.16192384769539078,2.2934392471457183
0.16352705410821644,2.260345911414661
0.16513026052104207,2.227738881214066
0.16673346693386773,2.195611849412497
0.1683366733466934,2.163958513587928
