Saturation,Diffusion Coefficient
0.44619238476953904,9.293783173174444e-09
0.44749498997995985,9.657803482437192e-09
0.44879759519038076,1.0033962333783911e-08
0.45010020040080156,1.0422593719043117e-08
0.4514028056112224,1.0824038836076388e-08
0.45270541082164323,1.1238646197530224e-08
0.4540080160320641,1.1666771740113003e-08
0.45531062124248495,1.210877893445587e-08
0.45661322645290575,1.2565038895409984e-08
0.4579158316633266,1.3035930492813191e-08
0.45921843687374747,1.35218404626651e-08
0.4605210420841683,1.40231635186075e-08
0.46182364729458913,1.4540302463742093e-08
0.46312625250501,1.507366830263383e-08
0.4644288577154308,1.5623680353522093e-08
0.46573146292585166,1.6190766360617068e-08
0.4670340681362725,1.6775362606413988e-08
0.4683366733466933,1.737791402399376e-08
0.4696392785571142,1.799887430915268e-08
0.47094188376753504,1.8638706032361643e-08
0.47224448897795585,1.92978807503851e-08
0.4735470941883767,1.997687911749853e-08
0.47484969939879756,2.0676190996188693e-08
0.47615230460921837,2.139631556726137e-08
0.47745490981963923,2.2137761439126956e-08
0.4787575150300601,2.290104675627296e-08
0.4800601202404809,2.3686699306727282e-08
0.48136272545090175,2.4495256628278256e-08
0.4826653306613226,2.532726611348148e-08
0.4839679358717434,2.618328511312965e-08
0.4852705410821643,2.7063881038064935e-08
0.48657314629258513,2.7969631459169698e-08
0.48787575150300594,2.8901124205284266e-08
0.4891783567134268,2.985895745891667e-08
0.49048096192384766,3.0843739849385165e-08
0.49178356713426846,3.185609054337921e-08
0.4930861723446893,3.289663933236758e-08
0.4943887775551102,3.3966026716913774e-08
0.49569138276553104,3.506490398738837e-08
0.49699398797595185,3.619393330083761e-08
0.4982965931863727,3.735378775370837e-08
