Saturation,Fractional Flow
0.2,0.0
0.20130260521042084,3.271291585995224e-23
0.2026052104208417,8.425158580118117e-21
0.20390781563126253,2.1723624795891977e-19
0.20521042084168337,2.1830898915487045e-18
0.20651302605210423,1.3091411458775396e-17
0.20781563126252506,5.663390788945541e-17
0.2091182364729459,1.955673255626312e-16
0.21042084168336675,5.726413494236299e-16
0.21172344689378758,1.4782882341448923e-15
0.2130260521042084,3.455259800827046e-15
0.21432865731462927,7.45228233600412e-15
0.2156312625250501,1.5040780370761558e-14
0.21693386773547096,2.8710800110933905e-14
0.2182364729458918,5.226444639104949e-14
0.21953907815631263,9.132743753875233e-14
0.2208416833667335,1.5400178471942272e-13
0.22214428857715432,2.516851205977058e-13
0.22344689378757515,4.000848410830012e-13
0.224749498997996,6.204579882693073e-13
0.22605210420841684,9.411106973626342e-13
0.22735470941883767,1.3991940605212088e-12
0.22865731462925853,2.0428364314142018e-12
0.22995991983967937,2.9336555114308077e-12
0.2312625250501002,4.149697027544452e-12
0.23256513026052106,5.788850438768559e-12
0.2338677354709419,7.972795899065395e-12
0.23517034068136272,1.0851540665848111e-11
0.23647294589178358,1.4608607281443995e-11
0.2377755511022044,1.9466940176910545e-11
0.23907815631262525,2.5695601860510275e-11
0.2403807615230461,3.3617334564314015e-11
0.24168336673346694,4.361706813945624e-11
0.24298597194388777,5.615146012142822e-11
0.24428857715430863,7.175955923966788e-11
0.24559118236472946,9.107468922912911e-11
0.2468937875751503,1.1483765562431055e-10
0.24819639278557115,1.4391138428755442e-10
0.24949899799599198,1.7929710675281528e-10
0.2508016032064128,2.221522140634089e-10
0.2521042084168337,2.738099076576664e-10
0.2534068136272545,3.358007830206217e-10
0.25470941883767534,4.0987648928382906e-10
0.2560120240480962,4.980356157304515e-10
0.257314629258517,6.02551964261007e-10
0.25861723446893786,7.260053753085289e-10
0.2599198396793587,8.713152834733526e-10
0.2612224448897796,1.0417771882906383e-09
0.2625250501002004,1.2411022350613105e-09
0.26382765531062125,1.473460110584231e-09
0.26513026052104205,1.7435254689381271e-09
0.2664328657314629,2.0565281131924024e-09
0.26773547094188377,2.4183071700908307e-09
0.2690380761523046,2.8353695063698066e-09
0.27034068136272543,3.3149526474583044e-09
0.2716432865731463,3.8650924718789536e-09
0.2729458917835671,4.494695967747503e-09
0.27424849699398796,5.213619351368756e-09
0.2755511022044088,6.03275186207223e-09
0.2768537074148297,6.964105562141127e-09
0.2781563126252505,8.020911485982698e-09
0.27945891783567134,9.21772249859243e-09
0.2807615230460922,1.0570523239897375e-08
0.282064128256513,1.2096847548754953e-08
0.28336673346693386,1.381590377825071e-08
0.2846693386773547,1.5748708432512014e-08
0.2859719438877755,1.7918228574562488e-08
0.2872745490981964,2.0349533474805622e-08
0.28857715430861725,2.3069955990578936e-08
0.28987975951903805,2.610926418889475e-08
0.2911823647294589,2.9499843747002207e-08
0.29248496993987977,3.327689168880634e-08
0.29378757515030063,3.747862203950064e-08
0.29509018036072143,4.214648400603087e-08
0.2963927855711423,4.732539331726306e-08
0.29769539078156315,5.3063977384996096e-08
0.29899799599198396,5.941483497530242e-08
0.3003006012024048,6.643481110910972e-08
0.3016032064128257,7.41852879415149e-08
0.3029058116232465,8.273249240109506e-08
0.30420841683366734,9.214782140347055e-08
0.3055110220440882,1.0250818548764865e-07
0.306813627254509,1.138963717592893e-07
0.30811623246492986,1.2640142706200576e-07
0.3094188376753507,1.401190623362164e-07
0.3107214428857715,1.5515207916497622e-07
0.3120240480961924,1.7161081954763218e-07
0.31332665330661325,1.8961363998518135e-07
0.31462925851703405,2.0928741100591607e-07
0.3159318637274549,2.3076804330634579e-07
0.31723446893787577,2.542010417305803e-07
0.3185370741482966,2.7974208836144965e-07
0.31983967935871743,3.0755765604860196e-07
0.3211422845691383,3.3782565375280615e-07
0.3224448897795591,3.707361051417923e-07
0.32374749498997996,4.064918619311567e-07
0.3250501002004008,4.453093535243247e-07
0.3263527054108216,4.874193745683959e-07
0.3276553106212425,5.330679121078708e-07
0.32895791583166334,5.825170140859723e-07
0.33026052104208414,6.360457010136371e-07
0.331563126252505,6.939509226992464e-07
0.33286573146292586,7.565485620079819e-07
0.33416833667334667,8.241744876985e-07
0.3354709418837675,8.971856584663654e-07
0.3367735470941884,9.759612804085619e-07
0.3380761523046092,1.060904020211702e-06
0.33937875751503005,1.1524412764580398e-06
0.3406813627254509,1.2510265115385142e-06
0.3419839679358717,1.3571406467608824e-06
0.3432865731462926,1.4712935233435099e-06
0.34458917835671343,1.5940254320918682e-06
0.34589178356713424,1.7259087146655296e-06
0.3471943887775551,1.8675494394582255e-06
0.34849699398797596,2.019589155232813e-06
0.34979959919839676,2.182706725777033e-06
0.3511022044088176,2.3576202489745185e-06
0.3524048096192385,2.54508906381908e-06
0.3537074148296593,2.7459158490393117e-06
0.35501002004008014,2.9609488171445363e-06
0.356312625250501,3.1910840078527656e-06
0.3576152304609218,3.437267685017126e-06
0.35891783567134267,3.700498841328449e-06
0.3602204408817635,3.981831815239472e-06
0.36152304609218433,4.282379024730589e-06
0.3628256513026052,4.603313822717832e-06
0.36412825651302605,4.945873479091689e-06
0.36543086172344685,5.311362294570908e-06
0.3667334669338677,5.701154851758138e-06
0.3680360721442886,6.116699408994646e-06
0.3693386773547094,6.559521442830746e-06
0.37064128256513024,7.031227345155665e-06
0.3719438877755511,7.533508281266474e-06
0.3732464929859719,8.068144215401582e-06
0.37454909819639276,8.637008110519069e-06
